DateObserved,Ozone,PM2.5,Number,AQI_Category
2015-01-01,26.0,60.0,1,Good
2015-01-02,20.0,76.0,2,Moderate
2015-01-03,17.0,86.0,1,Good
2015-01-04,19.0,88.0,2,Moderate
2015-01-05,12.0,72.0,1,Good
2015-01-06,13.0,91.0,2,Moderate
2015-01-07,8.0,75.0,1,Good
2015-01-08,5.0,98.0,2,Moderate
2015-01-09,9.0,82.0,1,Good
2015-01-10,13.0,61.0,2,Moderate
2015-01-11,14.0,59.0,1,Good
2015-01-12,9.0,56.0,2,Moderate
2015-01-13,11.0,51.0,2,Moderate
2015-01-14,13.0,83.0,1,Good
2015-01-15,9.0,100.0,1,Good
2015-01-16,5.0,94.0,2,Moderate
2015-01-17,17.0,62.0,1,Good
2015-01-18,7.0,63.0,2,Moderate
2015-01-19,12.0,55.0,1,Good
2015-01-20,11.0,60.0,2,Moderate
2015-01-21,11.0,57.0,1,Good
2015-01-22,11.0,67.0,2,Moderate
2015-01-23,8.0,72.0,1,Good
2015-01-24,11.0,72.0,2,Moderate
2015-01-25,14.0,71.0,1,Good
2015-01-26,8.0,68.0,2,Moderate
2015-01-27,21.0,53.0,2,Moderate
2015-01-28,21.0,92.0,1,Good
2015-01-29,19.0,58.0,1,Good
2015-01-30,12.0,55.0,2,Moderate
2015-01-31,27.0,45.0,1,Good
2015-02-01,18.0,62.0,2,Moderate
2015-02-02,20.0,84.0,1,Good
2015-02-03,16.0,65.0,2,Moderate
2015-02-04,30.0,77.0,1,Good
2015-02-05,28.0,46.0,2,Moderate
2015-02-06,29.0,21.0,1,Good
2015-02-07,26.0,34.0,2,Moderate
2015-02-08,38.0,23.0,2,Moderate
2015-02-09,30.0,53.0,1,Good
2015-02-10,21.0,39.0,2,Moderate
2015-02-11,15.0,48.0,1,Good
2015-02-12,19.0,51.0,1,Good
2015-02-13,21.0,56.0,2,Moderate
2015-02-14,21.0,59.0,1,Good
2015-02-15,23.0,54.0,2,Moderate
2015-02-16,36.0,57.0,1,Good
2015-02-17,37.0,55.0,2,Moderate
2015-02-18,25.0,51.0,1,Good
2015-02-19,22.0,55.0,2,Moderate
2015-02-20,15.0,59.0,1,Good
2015-02-21,31.0,53.0,2,Moderate
2015-02-22,31.0,33.0,2,Moderate
2015-02-23,31.0,24.0,1,Good
2015-02-24,29.0,34.0,2,Moderate
2015-02-25,28.0,52.0,1,Good
2015-02-26,29.0,56.0,1,Good
2015-02-27,33.0,20.0,2,Moderate
2015-02-28,31.0,23.0,1,Good
2015-03-01,30.0,26.0,2,Moderate
2015-03-02,35.0,42.0,1,Good
2015-03-03,29.0,44.0,1,Good
2015-03-04,28.0,48.0,1,Good
2015-03-05,36.0,48.0,2,Moderate
2015-03-06,33.0,53.0,1,Good
2015-03-07,34.0,54.0,2,Moderate
2015-03-08,31.0,56.0,1,Good
2015-03-09,24.0,58.0,2,Moderate
2015-03-10,30.0,64.0,2,Moderate
2015-03-11,33.0,52.0,1,Good
2015-03-12,24.0,34.0,1,Good
2015-03-13,21.0,49.0,1,Good
2015-03-14,37.0,52.0,1,Good
2015-03-15,32.0,24.0,1,Good
2015-03-16,30.0,41.0,1,Good
2015-03-17,32.0,28.0,1,Good
2015-03-18,30.0,39.0,1,Good
2015-03-19,34.0,57.0,1,Good
2015-03-20,33.0,40.0,1,Good
2015-03-21,31.0,26.0,2,Moderate
2015-03-22,34.0,31.0,1,Good
2015-03-23,39.0,38.0,1,Good
2015-03-24,33.0,36.0,1,Good
2015-03-25,24.0,39.0,1,Good
2015-03-26,28.0,51.0,1,Good
2015-03-27,24.0,18.0,2,Moderate
2015-03-28,31.0,43.0,1,Good
2015-03-29,28.0,54.0,2,Moderate
2015-03-30,31.0,55.0,1,Good
2015-03-31,38.0,37.0,2,Moderate
2015-04-01,37.0,43.0,1,Good
2015-04-02,35.0,47.0,2,Moderate
2015-04-03,38.0,57.0,1,Good
2015-04-04,42.0,37.0,2,Moderate
2015-04-05,43.0,33.0,1,Good
2015-04-06,42.0,19.0,2,Moderate
2015-04-07,43.0,14.0,2,Moderate
2015-04-08,38.0,23.0,1,Good
2015-04-09,35.0,28.0,1,Good
2015-04-10,34.0,26.0,2,Moderate
2015-04-11,33.0,28.0,1,Good
2015-04-12,33.0,29.0,2,Moderate
2015-04-13,44.0,22.0,1,Good
2015-04-14,40.0,29.0,2,Moderate
2015-04-15,35.0,28.0,1,Good
2015-04-16,43.0,21.0,1,Good
2015-04-17,36.0,52.0,1,Good
2015-04-18,34.0,52.0,1,Good
2015-04-19,37.0,37.0,1,Good
2015-04-20,36.0,44.0,1,Good
2015-04-21,32.0,28.0,1,Good
2015-04-22,35.0,46.0,2,Moderate
2015-04-23,34.0,60.0,1,Good
2015-04-24,41.0,29.0,2,Moderate
2015-04-25,36.0,22.0,1,Good
2015-04-26,32.0,19.0,1,Good
2015-04-27,24.0,30.0,1,Good
2015-04-28,35.0,34.0,1,Good
2015-04-29,33.0,58.0,1,Good
2015-04-30,41.0,54.0,1,Good
2015-05-01,42.0,62.0,1,Good
2015-05-02,44.0,54.0,1,Good
2015-05-03,44.0,34.0,1,Good
2015-05-04,40.0,42.0,1,Good
2015-05-05,36.0,55.0,1,Good
2015-05-06,33.0,57.0,1,Good
2015-05-07,32.0,59.0,1,Good
2015-05-08,35.0,61.0,1,Good
2015-05-09,37.0,33.0,1,Good
2015-05-10,34.0,33.0,2,Moderate
2015-05-11,36.0,52.0,1,Good
2015-05-12,38.0,31.0,2,Moderate
2015-05-13,38.0,19.0,1,Good
2015-05-14,43.0,17.0,2,Moderate
2015-05-15,37.0,28.0,2,Moderate
2015-05-16,37.0,31.0,1,Good
2015-05-17,36.0,11.0,1,Good
2015-05-18,32.0,21.0,2,Moderate
2015-05-19,31.0,29.0,1,Good
2015-05-20,31.0,17.0,2,Moderate
2015-05-21,31.0,9.0,1,Good
2015-05-22,34.0,14.0,1,Good
2015-05-23,35.0,38.0,1,Good
2015-05-24,33.0,44.0,1,Good
2015-05-25,31.0,11.0,1,Good
2015-05-26,32.0,10.0,2,Moderate
2015-05-27,28.0,16.0,1,Good
2015-05-28,27.0,9.0,1,Good
2015-05-29,31.0,16.0,1,Good
2015-05-30,35.0,22.0,1,Good
2015-05-31,36.0,29.0,1,Good
2015-06-01,27.0,4.0,1,Good
2015-06-02,27.0,13.0,1,Good
2015-06-03,,39.0,1,Good
2015-06-04,25.0,47.0,1,Good
2015-06-05,26.0,42.0,2,Moderate
2015-06-06,29.0,7.0,1,Good
2015-06-07,25.0,,1,Good
2015-06-08,28.0,9.0,1,Good
2015-06-09,22.0,0.0,1,Good
2015-06-10,23.0,4.0,1,Good
2015-06-11,27.0,22.0,1,Good
2015-06-12,27.0,43.0,1,Good
2015-06-13,30.0,41.0,1,Good
2015-06-14,29.0,59.0,1,Good
2015-06-15,27.0,54.0,1,Good
2015-06-16,28.0,54.0,1,Good
2015-06-17,27.0,48.0,1,Good
2015-06-18,28.0,41.0,1,Good
2015-06-19,23.0,23.0,2,Moderate
2015-06-20,27.0,18.0,1,Good
2015-06-21,31.0,36.0,1,Good
2015-06-22,27.0,28.0,1,Good
2015-06-23,26.0,47.0,1,Good
2015-06-24,25.0,46.0,1,Good
2015-06-25,22.0,48.0,2,Moderate
2015-06-26,27.0,37.0,2,Moderate
2015-06-27,17.0,15.0,1,Good
2015-06-28,21.0,,1,Good
2015-06-29,,6.0,1,Good
2015-06-30,18.0,9.0,1,Good
2015-07-01,21.0,7.0,1,Good
2015-07-02,19.0,0.0,1,Good
2015-07-03,24.0,,1,Good
2015-07-04,25.0,,1,Good
2015-07-05,23.0,,2,Moderate
2015-07-06,24.0,8.0,1,Good
2015-07-07,19.0,0.0,1,Good
2015-07-08,22.0,,1,Good
2015-07-09,23.0,17.0,1,Good
2015-07-10,22.0,16.0,1,Good
2015-07-11,23.0,,1,Good
2015-07-12,22.0,2.0,1,Good
2015-07-13,15.0,4.0,1,Good
2015-07-14,24.0,6.0,1,Good
2015-07-15,23.0,23.0,1,Good
2015-07-16,23.0,13.0,1,Good
2015-07-17,27.0,14.0,1,Good
2015-07-18,31.0,9.0,1,Good
2015-07-19,32.0,,1,Good
2015-07-20,19.0,18.0,1,Good
2015-07-21,20.0,7.0,1,Good
2015-07-22,20.0,37.0,1,Good
2015-07-23,22.0,34.0,1,Good
2015-07-24,21.0,17.0,1,Good
2015-07-25,18.0,0.0,1,Good
2015-07-26,22.0,21.0,1,Good
2015-07-27,22.0,41.0,1,Good
2015-07-28,23.0,52.0,1,Good
2015-07-29,24.0,19.0,1,Good
2015-07-30,25.0,19.0,1,Good
2015-07-31,24.0,19.0,1,Good
2015-08-01,24.0,18.0,1,Good
2015-08-02,19.0,17.0,2,Moderate
2015-08-03,23.0,,1,Good
2015-08-04,22.0,7.0,2,Moderate
2015-08-05,22.0,,1,Good
2015-08-06,23.0,40.0,1,Good
2015-08-07,26.0,29.0,1,Good
2015-08-08,19.0,3.0,1,Good
2015-08-09,19.0,,1,Good
2015-08-10,16.0,,1,Good
2015-08-11,20.0,1.0,1,Good
2015-08-12,17.0,,1,Good
2015-08-13,22.0,,1,Good
2015-08-14,18.0,7.0,2,Moderate
2015-08-15,29.0,64.0,1,Good
2015-08-16,46.0,82.0,1,Good
2015-08-17,28.0,70.0,1,Good
2015-08-18,35.0,65.0,1,Good
2015-08-19,34.0,52.0,1,Good
2015-08-20,31.0,39.0,1,Good
2015-08-21,27.0,32.0,1,Good
2015-08-22,28.0,20.0,1,Good
2015-08-23,30.0,37.0,1,Good
2015-08-24,31.0,54.0,1,Good
2015-08-25,33.0,58.0,1,Good
2015-08-26,26.0,51.0,2,Moderate
2015-08-27,21.0,26.0,1,Good
2015-08-28,13.0,14.0,2,Moderate
2015-08-29,24.0,,1,Good
2015-08-30,25.0,7.0,2,Moderate
2015-08-31,26.0,41.0,1,Good
2015-09-01,27.0,42.0,2,Moderate
2015-09-02,25.0,11.0,1,Good
2015-09-03,25.0,32.0,1,Good
2015-09-04,22.0,32.0,1,Good
2015-09-05,26.0,31.0,1,Good
2015-09-06,26.0,25.0,1,Good
2015-09-07,47.0,33.0,2,Moderate
2015-09-08,54.0,49.0,1,Good
2015-09-09,29.0,53.0,2,Moderate
2015-09-10,20.0,24.0,1,Good
2015-09-11,26.0,19.0,2,Moderate
2015-09-12,26.0,22.0,1,Good
2015-09-13,22.0,11.0,2,Moderate
2015-09-14,24.0,9.0,1,Good
2015-09-15,28.0,23.0,1,Good
2015-09-16,31.0,6.0,1,Good
2015-09-17,24.0,14.0,1,Good
2015-09-18,21.0,34.0,1,Good
2015-09-19,39.0,43.0,2,Moderate
2015-09-20,90.0,43.0,1,Good
2015-09-21,30.0,54.0,1,Good
2015-09-22,29.0,47.0,1,Good
2015-09-23,24.0,36.0,1,Good
2015-09-24,26.0,16.0,1,Good
2015-09-25,23.0,26.0,1,Good
2015-09-26,25.0,18.0,1,Good
2015-09-27,23.0,53.0,1,Good
2015-09-28,31.0,32.0,1,Good
2015-09-29,32.0,28.0,1,Good
2015-09-30,18.0,,1,Good
2015-10-01,22.0,,1,Good
2015-10-02,25.0,31.0,1,Good
2015-10-03,32.0,52.0,1,Good
2015-10-04,35.0,46.0,1,Good
2015-10-05,31.0,34.0,1,Good
2015-10-06,32.0,32.0,1,Good
2015-10-07,28.0,52.0,1,Good
2015-10-08,23.0,51.0,1,Good
2015-10-09,26.0,12.0,1,Good
2015-10-10,22.0,,1,Good
2015-10-11,20.0,26.0,1,Good
2015-10-12,21.0,48.0,1,Good
2015-10-13,33.0,53.0,1,Good
2015-10-14,31.0,33.0,1,Good
2015-10-15,28.0,24.0,1,Good
2015-10-16,36.0,7.0,1,Good
2015-10-17,39.0,,1,Good
2015-10-18,33.0,,1,Good
2015-10-19,25.0,,1,Good
2015-10-20,18.0,27.0,1,Good
2015-10-21,22.0,34.0,1,Good
2015-10-22,25.0,52.0,1,Good
2015-10-23,19.0,51.0,1,Good
2015-10-24,29.0,55.0,1,Good
2015-10-25,31.0,16.0,1,Good
2015-10-26,18.0,26.0,1,Good
2015-10-27,26.0,14.0,1,Good
2015-10-28,29.0,1.0,1,Good
2015-10-29,25.0,24.0,1,Good
2015-10-30,17.0,45.0,1,Good
2015-10-31,22.0,20.0,1,Good
2015-11-01,28.0,,1,Good
2015-11-02,30.0,,1,Good
2015-11-03,25.0,,1,Good
2015-11-04,29.0,,1,Good
2015-11-05,21.0,,1,Good
2015-11-06,23.0,,1,Good
2015-11-07,29.0,46.0,1,Good
2015-11-08,32.0,29.0,1,Good
2015-11-09,38.0,22.0,1,Good
2015-11-10,25.0,36.0,1,Good
2015-11-11,19.0,53.0,1,Good
2015-11-12,20.0,52.0,1,Good
2015-11-13,20.0,59.0,1,Good
2015-11-14,34.0,70.0,1,Good
2015-11-15,34.0,25.0,1,Good
2015-11-16,30.0,17.0,1,Good
2015-11-17,21.0,24.0,1,Good
2015-11-18,19.0,52.0,1,Good
2015-11-19,18.0,52.0,1,Good
2015-11-20,12.0,43.0,1,Good
2015-11-21,22.0,60.0,1,Good
2015-11-22,22.0,63.0,1,Good
2015-11-23,26.0,51.0,2,Moderate
2015-11-24,30.0,33.0,1,Good
2015-11-25,23.0,35.0,2,Moderate
2015-11-26,28.0,28.0,1,Good
2015-11-27,27.0,32.0,1,Good
2015-11-28,27.0,29.0,2,Moderate
2015-11-29,26.0,39.0,1,Good
2015-11-30,20.0,60.0,1,Good
2015-12-01,18.0,52.0,1,Good
2015-12-02,8.0,72.0,1,Good
2015-12-03,31.0,61.0,1,Good
2015-12-04,17.0,49.0,1,Good
2015-12-05,11.0,57.0,1,Good
2015-12-06,19.0,34.0,1,Good
2015-12-07,9.0,56.0,1,Good
2015-12-08,9.0,58.0,1,Good
2015-12-09,27.0,33.0,1,Good
2015-12-10,32.0,38.0,1,Good
2015-12-11,30.0,42.0,1,Good
2015-12-12,29.0,39.0,1,Good
2015-12-13,35.0,21.0,1,Good
2015-12-14,27.0,32.0,1,Good
2015-12-15,24.0,23.0,1,Good
2015-12-16,14.0,57.0,1,Good
2015-12-17,9.0,55.0,1,Good
2015-12-18,28.0,44.0,1,Good
2015-12-19,27.0,23.0,1,Good
2015-12-20,26.0,22.0,1,Good
2015-12-21,28.0,1.0,1,Good
2015-12-22,32.0,22.0,1,Good
2015-12-23,24.0,45.0,1,Good
2015-12-24,31.0,28.0,1,Good
2015-12-25,26.0,23.0,1,Good
2015-12-26,25.0,35.0,1,Good
2015-12-27,15.0,56.0,1,Good
2015-12-28,15.0,57.0,1,Good
2015-12-29,14.0,53.0,1,Good
2015-12-30,9.0,60.0,1,Good
2015-12-31,20.0,55.0,1,Good
2016-01-01,30.0,58.0,1,Good
2016-01-02,22.0,59.0,1,Good
2016-01-03,15.0,71.0,1,Good
2016-01-04,28.0,66.0,1,Good
2016-01-05,27.0,36.0,1,Good
2016-01-06,32.0,26.0,1,Good
2016-01-07,21.0,50.0,1,Good
2016-01-08,11.0,60.0,1,Good
2016-01-09,23.0,52.0,1,Good
2016-01-10,22.0,52.0,1,Good
2016-01-11,8.0,60.0,1,Good
2016-01-12,30.0,61.0,1,Good
2016-01-13,32.0,51.0,1,Good
2016-01-14,33.0,43.0,1,Good
2016-01-15,19.0,55.0,1,Good
2016-01-16,16.0,40.0,1,Good
2016-01-17,25.0,31.0,1,Good
2016-01-18,22.0,33.0,1,Good
2016-01-19,28.0,48.0,1,Good
2016-01-20,13.0,55.0,1,Good
2016-01-21,28.0,52.0,1,Good
2016-01-22,36.0,9.0,1,Good
2016-01-23,34.0,34.0,1,Good
2016-01-24,31.0,23.0,1,Good
2016-01-25,21.0,32.0,1,Good
2016-01-26,8.0,57.0,1,Good
2016-01-27,17.0,57.0,1,Good
2016-01-28,16.0,63.0,1,Good
2016-01-29,33.0,19.0,1,Good
2016-01-30,33.0,22.0,1,Good
2016-01-31,31.0,25.0,1,Good
2016-02-01,28.0,26.0,1,Good
2016-02-02,22.0,37.0,1,Good
2016-02-03,21.0,48.0,1,Good
2016-02-04,21.0,54.0,1,Good
2016-02-05,18.0,57.0,1,Good
2016-02-06,20.0,57.0,1,Good
2016-02-07,19.0,54.0,1,Good
2016-02-08,19.0,54.0,1,Good
2016-02-09,21.0,70.0,1,Good
2016-02-10,19.0,65.0,1,Good
2016-02-11,19.0,61.0,1,Good
2016-02-12,17.0,51.0,2,Moderate
2016-02-13,22.0,49.0,1,Good
2016-02-14,20.0,51.0,1,Good
2016-02-15,19.0,32.0,1,Good
2016-02-16,28.0,66.0,1,Good
2016-02-17,38.0,37.0,1,Good
2016-02-18,35.0,35.0,1,Good
2016-02-19,34.0,33.0,1,Good
2016-02-20,26.0,45.0,1,Good
2016-02-21,30.0,36.0,1,Good
2016-02-22,19.0,45.0,1,Good
2016-02-23,23.0,46.0,1,Good
2016-02-24,31.0,57.0,1,Good
2016-02-25,30.0,67.0,1,Good
2016-02-26,27.0,24.0,1,Good
2016-02-27,30.0,24.0,1,Good
2016-02-28,24.0,44.0,1,Good
2016-02-29,17.0,54.0,1,Good
2016-03-01,26.0,33.0,1,Good
2016-03-02,24.0,26.0,1,Good
2016-03-03,19.0,15.0,1,Good
2016-03-04,22.0,19.0,1,Good
2016-03-05,40.0,0.0,1,Good
2016-03-06,39.0,27.0,1,Good
2016-03-07,31.0,25.0,1,Good
2016-03-08,31.0,28.0,1,Good
2016-03-09,19.0,38.0,1,Good
2016-03-10,26.0,22.0,1,Good
2016-03-11,37.0,27.0,1,Good
2016-03-12,36.0,31.0,1,Good
2016-03-13,35.0,34.0,2,Moderate
2016-03-14,38.0,44.0,1,Good
2016-03-15,31.0,46.0,2,Moderate
2016-03-16,23.0,52.0,2,Moderate
2016-03-17,30.0,34.0,1,Good
2016-03-18,,29.0,1,Good
2016-03-19,34.0,17.0,2,Moderate
2016-03-20,32.0,8.0,1,Good
2016-03-21,39.0,39.0,2,Moderate
2016-03-22,31.0,38.0,1,Good
2016-03-23,27.0,27.0,1,Good
2016-03-24,28.0,42.0,1,Good
2016-03-25,31.0,55.0,1,Good
2016-03-26,25.0,53.0,1,Good
2016-03-27,36.0,23.0,1,Good
2016-03-28,32.0,35.0,1,Good
2016-03-29,29.0,47.0,1,Good
2016-03-30,31.0,51.0,1,Good
2016-03-31,31.0,51.0,2,Moderate
2016-04-01,32.0,44.0,1,Good
2016-04-02,30.0,48.0,2,Moderate
2016-04-03,31.0,45.0,1,Good
2016-04-04,28.0,46.0,2,Moderate
2016-04-05,30.0,58.0,1,Good
2016-04-06,34.0,48.0,1,Good
2016-04-07,33.0,57.0,1,Good
2016-04-08,27.0,52.0,1,Good
2016-04-09,25.0,28.0,1,Good
2016-04-10,30.0,32.0,1,Good
2016-04-11,30.0,48.0,1,Good
2016-04-12,37.0,47.0,1,Good
2016-04-13,36.0,53.0,1,Good
2016-04-14,37.0,54.0,1,Good
2016-04-15,31.0,51.0,1,Good
2016-04-16,34.0,37.0,1,Good
2016-04-17,44.0,52.0,1,Good
2016-04-18,40.0,54.0,1,Good
2016-04-19,41.0,53.0,1,Good
2016-04-20,33.0,45.0,1,Good
2016-04-21,31.0,37.0,1,Good
2016-04-22,40.0,48.0,1,Good
2016-04-23,33.0,40.0,1,Good
2016-04-24,36.0,43.0,1,Good
2016-04-25,35.0,51.0,1,Good
2016-04-26,33.0,55.0,1,Good
2016-04-27,37.0,54.0,1,Good
2016-04-28,31.0,56.0,2,Moderate
2016-04-30,32.0,,1,Good
2016-05-01,37.0,62.0,1,Good
2016-05-02,31.0,62.0,2,Moderate
2016-05-03,27.0,53.0,1,Good
2016-05-04,32.0,55.0,1,Good
2016-05-05,31.0,53.0,1,Good
2016-05-06,25.0,59.0,1,Good
2016-05-07,25.0,44.0,1,Good
2016-05-08,31.0,50.0,1,Good
2016-05-09,31.0,52.0,1,Good
2016-05-10,,52.0,1,Good
2016-05-11,32.0,51.0,1,Good
2016-05-12,33.0,46.0,1,Good
2016-05-13,35.0,30.0,1,Good
2016-05-14,28.0,13.0,1,Good
2016-05-16,27.0,,1,Good
2016-05-17,28.0,55.0,1,Good
2016-05-18,31.0,61.0,1,Good
2016-05-19,35.0,52.0,1,Good
2016-05-20,31.0,29.0,1,Good
2016-05-21,32.0,11.0,1,Good
2016-05-22,26.0,13.0,1,Good
2016-05-23,24.0,3.0,1,Good
2016-05-24,22.0,8.0,2,Moderate
2016-05-25,29.0,24.0,1,Good
2016-05-26,43.0,48.0,2,Moderate
2016-05-27,35.0,58.0,1,Good
2016-05-28,40.0,60.0,1,Good
2016-05-29,36.0,58.0,1,Good
2016-05-30,32.0,47.0,1,Good
2016-05-31,27.0,44.0,1,Good
2016-06-01,31.0,28.0,1,Good
2016-06-02,26.0,39.0,1,Good
2016-06-03,31.0,40.0,1,Good
2016-06-04,28.0,21.0,1,Good
2016-06-05,28.0,12.0,1,Good
2016-06-06,23.0,1.0,1,Good
2016-06-07,24.0,1.0,2,Moderate
2016-06-08,27.0,23.0,1,Good
2016-06-09,25.0,7.0,1,Good
2016-06-10,30.0,34.0,1,Good
2016-06-11,31.0,52.0,1,Good
2016-06-12,30.0,56.0,1,Good
2016-06-13,31.0,49.0,1,Good
2016-06-14,30.0,32.0,1,Good
2016-06-15,26.0,23.0,1,Good
2016-06-16,29.0,11.0,1,Good
2016-06-17,24.0,10.0,1,Good
2016-06-18,27.0,23.0,2,Moderate
2016-06-19,33.0,31.0,1,Good
2016-06-20,25.0,47.0,1,Good
2016-06-21,25.0,53.0,1,Good
2016-06-22,28.0,51.0,1,Good
2016-06-23,23.0,37.0,1,Good
2016-06-24,21.0,37.0,1,Good
2016-06-25,23.0,59.0,1,Good
2016-06-26,23.0,52.0,2,Moderate
2016-06-27,19.0,47.0,1,Good
2016-06-28,19.0,53.0,2,Moderate
2016-06-29,20.0,56.0,1,Good
2016-06-30,21.0,62.0,1,Good
2016-07-01,19.0,57.0,1,Good
2016-07-02,18.0,17.0,1,Good
2016-07-03,22.0,4.0,1,Good
2016-07-04,22.0,22.0,1,Good
2016-07-05,24.0,22.0,1,Good
2016-07-06,21.0,43.0,2,Moderate
2016-07-07,16.0,19.0,1,Good
2016-07-08,15.0,3.0,1,Good
2016-07-09,22.0,4.0,1,Good
2016-07-10,21.0,27.0,1,Good
2016-07-11,19.0,47.0,1,Good
2016-07-12,19.0,42.0,1,Good
2016-07-13,18.0,51.0,1,Good
2016-07-14,20.0,51.0,1,Good
2016-07-15,24.0,24.0,1,Good
2016-07-16,22.0,28.0,1,Good
2016-07-17,18.0,31.0,1,Good
2016-07-18,20.0,13.0,1,Good
2016-07-19,24.0,12.0,1,Good
2016-07-20,19.0,18.0,1,Good
2016-07-21,21.0,17.0,1,Good
2016-07-22,19.0,21.0,2,Moderate
2016-07-23,20.0,58.0,1,Good
2016-07-24,21.0,53.0,2,Moderate
2016-07-25,20.0,26.0,1,Good
2016-07-26,22.0,20.0,2,Moderate
2016-07-27,15.0,31.0,1,Good
2016-07-28,14.0,14.0,1,Good
2016-07-29,15.0,10.0,1,Good
2016-07-30,19.0,5.0,1,Good
2016-07-31,22.0,10.0,1,Good
2016-08-01,26.0,22.0,1,Good
2016-08-02,20.0,27.0,1,Good
2016-08-03,21.0,55.0,1,Good
2016-08-04,20.0,28.0,1,Good
2016-08-05,20.0,12.0,1,Good
2016-08-06,21.0,53.0,1,Good
2016-08-07,19.0,41.0,1,Good
2016-08-08,19.0,46.0,1,Good
2016-08-09,19.0,44.0,1,Good
2016-08-10,20.0,21.0,1,Good
2016-08-11,19.0,19.0,1,Good
2016-08-12,19.0,16.0,1,Good
2016-08-13,19.0,8.0,1,Good
2016-08-14,16.0,17.0,1,Good
2016-08-15,16.0,15.0,1,Good
2016-08-16,19.0,22.0,1,Good
2016-08-17,20.0,21.0,1,Good
2016-08-18,24.0,19.0,1,Good
2016-08-19,30.0,52.0,1,Good
2016-08-20,29.0,33.0,1,Good
2016-08-21,29.0,22.0,1,Good
2016-08-22,27.0,20.0,1,Good
2016-08-23,27.0,30.0,1,Good
2016-08-24,27.0,29.0,1,Good
2016-08-25,24.0,29.0,2,Moderate
2016-08-26,30.0,18.0,1,Good
2016-08-27,29.0,44.0,2,Moderate
2016-08-28,33.0,35.0,1,Good
2016-08-29,26.0,22.0,2,Moderate
2016-08-30,18.0,16.0,2,Moderate
